"SKU,Product Name,Action,Sellable,Price,Currency code,Categories ids"
"BX4101-C1,""1 HP Waterway Center Discharge Spa Pump: 1.5 in/out 48Fr 120V"",insert,1,1,USD,""[\""17587435826075818\""]"""
